Gate pass time,Alt license number,Reason
19-03-2018 16:38:59,10217,Standard exit
19-03-2018 16:40:07,10125,Standard entrance
19-03-2018 16:41:05,10266,Standard exit
19-03-2018 16:41:13,10237,Standard exit
19-03-2018 16:43:50,10019,Standard entrance
19-03-2018 16:45:13,10226,Standard exit
19-03-2018 16:51:10,10233,Standard entrance
19-03-2018 16:52:04,10161,Standard entrance
19-03-2018 16:52:25,10162,Standard exit
19-03-2018 16:54:09,10024,Standard exit
19-03-2018 16:55:08,10141,Standard entrance
19-03-2018 16:55:16,10109,Standard entrance
19-03-2018 16:56:56,10203,Standard exit
19-03-2018 16:59:26,10066,Standard exit
19-03-2018 16:59:41,10285,Standard entrance
19-03-2018 17:12:04,10019,Standard exit
19-03-2018 17:12:10,10026,Standard exit
19-03-2018 17:17:36,10147,Standard entrance
19-03-2018 17:19:40,10030,Standard exit
19-03-2018 17:36:43,10199,Standard entrance
19-03-2018 17:50:09,10003,Standard exit
19-03-2018 17:57:23,10205,Standard exit
19-03-2018 18:14:57,10122,Standard exit
19-03-2018 18:26:12,10087,Standard exit
19-03-2018 18:27:50,10147,Standard exit
19-03-2018 18:29:31,10227,Standard exit
19-03-2018 18:37:02,10214,Standard exit
19-03-2018 18:37:19,10148,Standard entrance
19-03-2018 18:40:07,10100,Standard entrance
19-03-2018 18:44:16,10278,Standard exit
19-03-2018 18:45:21,10251,Standard entrance
19-03-2018 18:49:57,10285,Standard exit
19-03-2018 18:51:35,10073,Standard exit
19-03-2018 18:51:48,10046,Standard exit
19-03-2018 19:01:05,10137,Standard exit
19-03-2018 19:17:05,10048,Standard exit
19-03-2018 19:20:13,10119,Standard exit
19-03-2018 19:22:18,10075,Standard exit
19-03-2018 19:23:38,10184,Standard exit
19-03-2018 19:24:07,10216,Standard exit
19-03-2018 19:27:07,10131,Standard exit
19-03-2018 19:41:29,10095,Standard exit
19-03-2018 19:48:32,10258,Standard exit
19-03-2018 20:12:48,10036,Standard exit
19-03-2018 20:13:40,10251,Guard open
19-03-2018 20:13:41,10251,Guard open
19-03-2018 20:13:42,10251,Guard open
19-03-2018 20:13:43,10251,Guard open
19-03-2018 20:13:44,10251,Guard open
19-03-2018 20:13:45,10251,Guard open
19-03-2018 20:13:46,10251,Guard open
19-03-2018 20:13:47,10251,Guard open
19-03-2018 20:13:48,10251,Guard open
19-03-2018 20:13:49,10251,Guard open
19-03-2018 20:13:50,10251,Guard open
19-03-2018 20:13:51,10251,Guard open
19-03-2018 20:17:29,10290,Standard exit
19-03-2018 20:18:27,10290,Guard open
19-03-2018 20:18:28,10290,Guard open
19-03-2018 20:18:29,10290,Guard open
19-03-2018 20:18:30,10290,Guard open
19-03-2018 20:37:27,10141,Standard exit
19-03-2018 20:49:55,10100,Standard exit
19-03-2018 20:51:58,10078,Standard exit
19-03-2018 21:04:40,10148,Standard exit
19-03-2018 21:06:25,10233,Standard exit
19-03-2018 21:15:40,10179,Standard exit
19-03-2018 21:24:16,10109,Standard exit
19-03-2018 21:39:14,10251,Standard exit
19-03-2018 21:51:24,10025,Standard exit
19-03-2018 21:57:28,10127,Standard exit
19-03-2018 21:58:40,10274,Standard exit
19-03-2018 21:59:54,10161,Standard exit
19-03-2018 22:00:58,10125,Standard exit
19-03-2018 22:23:38,10199,Standard exit
19-03-2018 22:33:19,10208,Standard exit
19-03-2018 23:09:37,10056,Standard exit
19-03-2018 23:15:16,10259,Standard exit
20-03-2018 01:00:24,10255,Parking lot cleaning
20-03-2018 01:00:24,10201,Parking lot cleaning
20-03-2018 06:56:05,10196,Standard entrance
20-03-2018 07:21:21,10046,Standard entrance
20-03-2018 07:21:36,10026,Standard entrance
20-03-2018 07:24:15,10077,Standard entrance
20-03-2018 07:24:41,10113,Standard entrance
20-03-2018 07:24:52,10040,Standard entrance
20-03-2018 07:29:27,10162,Standard entrance
20-03-2018 07:34:25,10048,Standard entrance
20-03-2018 07:37:54,10121,Standard entrance
20-03-2018 07:38:02,10106,Standard entrance
20-03-2018 07:52:54,10214,Standard entrance
20-03-2018 07:54:40,10124,Standard entrance
20-03-2018 07:57:07,10282,Standard entrance
20-03-2018 07:57:46,10184,Standard entrance
20-03-2018 07:59:14,10147,Standard entrance
20-03-2018 07:59:45,10026,Standard exit
20-03-2018 08:04:25,10278,Standard entrance
20-03-2018 08:09:21,10025,Standard entrance
20-03-2018 08:19:38,10258,Standard entrance
20-03-2018 08:29:33,10255,Unauthorized this day
20-03-2018 08:31:20,10255,Guard open
20-03-2018 08:41:16,10026,Standard entrance
20-03-2018 08:45:15,10066,Standard entrance
20-03-2018 08:46:14,10030,Standard entrance
20-03-2018 08:53:17,10122,Standard entrance
20-03-2018 08:56:00,10056,Standard entrance
20-03-2018 09:02:52,10087,Standard entrance
20-03-2018 09:13:16,10058,Standard entrance
20-03-2018 09:14:20,10201,Standard entrance
20-03-2018 09:19:17,10264,Standard entrance
20-03-2018 09:28:06,10204,Standard entrance
20-03-2018 09:28:39,10058,Standard exit
20-03-2018 09:38:11,10216,Standard entrance
20-03-2018 09:39:26,10141,Standard entrance
20-03-2018 09:40:04,10133,Standard entrance
20-03-2018 09:44:21,10276,Standard entrance
20-03-2018 09:59:19,10217,Standard entrance
20-03-2018 10:09:23,10193,Standard entrance
20-03-2018 10:23:56,10036,Standard entrance
20-03-2018 10:33:11,10178,Standard entrance
20-03-2018 10:37:47,10041,Standard entrance
20-03-2018 10:52:21,10236,Standard entrance
20-03-2018 10:55:36,10219,Standard entrance
20-03-2018 11:13:04,10119,Standard entrance
20-03-2018 11:24:21,10240,Standard entrance
20-03-2018 11:41:07,10152,Standard entrance
20-03-2018 11:44:16,10214,Standard exit
20-03-2018 11:48:27,10142,Standard entrance
20-03-2018 12:04:27,10087,Standard exit
20-03-2018 12:11:19,10268,Standard entrance
20-03-2018 12:15:42,10057,Standard entrance
20-03-2018 12:18:33,10201,Standard exit
20-03-2018 12:32:59,10089,Standard entrance
20-03-2018 12:34:10,10218,Standard entrance
20-03-2018 12:38:46,10180,Standard entrance
20-03-2018 12:38:54,10111,Standard entrance
20-03-2018 12:46:44,10286,Standard entrance
20-03-2018 12:49:18,10108,Standard entrance
20-03-2018 12:49:19,10286,Standard exit
20-03-2018 12:59:54,10276,Standard exit
20-03-2018 13:04:26,10031,Standard entrance
20-03-2018 13:04:46,10273,Standard entrance
20-03-2018 13:07:10,10030,Standard exit
20-03-2018 13:11:54,10122,Standard exit
20-03-2018 13:31:40,10255,Standard exit
20-03-2018 13:39:29,10046,Standard exit
20-03-2018 13:57:53,10282,Standard exit
20-03-2018 14:04:23,10124,Standard exit
20-03-2018 14:10:35,10041,Standard exit
20-03-2018 14:13:35,10203,Standard entrance
20-03-2018 14:23:46,10217,Standard exit
20-03-2018 14:28:17,10230,Standard entrance
20-03-2018 14:29:14,10147,Standard exit
20-03-2018 14:29:22,10216,Standard exit
20-03-2018 14:52:18,10040,Standard exit
20-03-2018 14:55:41,10164,Standard entrance
20-03-2018 14:57:17,10078,Standard entrance
20-03-2018 14:58:52,10077,Standard exit
20-03-2018 15:00:06,10119,Standard exit
20-03-2018 15:00:12,10142,Standard exit
20-03-2018 15:05:22,10196,Standard exit
20-03-2018 15:11:07,10141,Standard exit
20-03-2018 15:19:07,10255,Standard entrance
20-03-2018 15:34:57,10133,Standard exit
20-03-2018 15:42:52,10178,Standard exit
20-03-2018 15:46:10,10276,Standard entrance
20-03-2018 15:57:29,10106,Standard exit
20-03-2018 15:59:24,10274,Standard entrance
20-03-2018 16:00:14,10036,Standard exit
20-03-2018 16:03:24,10240,Standard exit
20-03-2018 16:12:24,10184,Standard exit
20-03-2018 16:15:10,10100,Standard entrance
20-03-2018 16:18:33,10066,Standard exit
20-03-2018 16:25:17,10290,Standard entrance
20-03-2018 16:29:14,10119,Standard entrance
20-03-2018 16:39:18,10201,Standard entrance
20-03-2018 16:42:14,10107,Standard entrance
20-03-2018 16:45:19,10111,Standard exit
20-03-2018 16:51:18,10069,Standard entrance
20-03-2018 16:52:37,10112,Standard entrance
20-03-2018 16:58:50,10199,Standard entrance
20-03-2018 17:06:14,10025,Standard exit
20-03-2018 17:09:45,10048,Standard exit
20-03-2018 17:10:10,10264,Standard exit
20-03-2018 17:43:21,10259,Standard entrance
20-03-2018 17:48:58,10133,Standard entrance
20-03-2018 17:49:36,10278,Standard exit
20-03-2018 17:51:38,10064,Standard entrance
20-03-2018 17:58:37,10026,Standard exit
20-03-2018 18:03:44,10273,Standard exit
20-03-2018 18:08:59,10193,Standard exit
20-03-2018 18:10:54,10276,Standard exit
20-03-2018 18:23:06,10162,Standard exit
20-03-2018 18:25:33,10121,Standard exit
20-03-2018 18:26:54,10085,Standard entrance
20-03-2018 18:34:50,10133,Standard exit
20-03-2018 18:37:25,10056,Standard exit
20-03-2018 18:41:03,10203,Standard exit
20-03-2018 18:42:47,10218,Standard exit
20-03-2018 18:50:27,10150,Standard entrance
20-03-2018 18:51:24,10069,Standard exit
20-03-2018 18:55:21,10279,Standard entrance
20-03-2018 18:55:44,10259,Standard exit
20-03-2018 19:20:36,10113,Standard exit
20-03-2018 19:28:43,10265,Standard entrance
20-03-2018 19:31:10,10067,Standard entrance
20-03-2018 19:37:21,10176,Standard exit
20-03-2018 19:47:26,10219,Standard exit
20-03-2018 19:49:43,10141,Standard entrance
20-03-2018 19:52:53,10152,Standard exit
20-03-2018 19:54:20,10230,Standard exit
20-03-2018 20:12:28,10024,Standard exit
20-03-2018 21:10:17,10141,Guard open
20-03-2018 21:10:18,10141,Guard open
20-03-2018 21:10:19,10141,Guard open
20-03-2018 21:10:21,10141,Guard open
20-03-2018 21:10:22,10141,Guard open
20-03-2018 21:10:23,10141,Guard open
20-03-2018 21:10:24,10141,Guard open
20-03-2018 21:10:25,10141,Guard open
20-03-2018 21:10:26,10141,Guard open
20-03-2018 21:10:27,10141,Guard open
20-03-2018 21:10:28,10141,Guard open
20-03-2018 21:10:29,10141,Guard open
21-03-2018 01:00:24,10141,Parking lot cleaning
21-03-2018 01:00:24,10150,Parking lot cleaning
21-03-2018 01:00:24,10164,Parking lot cleaning
21-03-2018 01:00:24,10112,Parking lot cleaning
21-03-2018 01:00:24,10107,Parking lot cleaning
21-03-2018 01:00:24,10119,Parking lot cleaning
21-03-2018 01:00:24,10180,Parking lot cleaning
21-03-2018 01:00:24,10199,Parking lot cleaning
21-03-2018 01:00:24,10201,Parking lot cleaning
21-03-2018 01:00:24,10204,Parking lot cleaning
21-03-2018 01:00:24,10031,Parking lot cleaning
21-03-2018 01:00:24,10067,Parking lot cleaning
21-03-2018 01:00:24,10064,Parking lot cleaning
21-03-2018 01:00:24,10057,Parking lot cleaning
21-03-2018 01:00:24,10078,Parking lot cleaning
21-03-2018 01:00:24,10085,Parking lot cleaning
21-03-2018 01:00:24,10089,Parking lot cleaning
21-03-2018 01:00:24,10100,Parking lot cleaning
21-03-2018 01:00:24,10108,Parking lot cleaning
21-03-2018 01:00:24,10236,Parking lot cleaning
21-03-2018 01:00:24,10265,Parking lot cleaning
21-03-2018 01:00:24,10268,Parking lot cleaning
21-03-2018 01:00:24,10255,Parking lot cleaning
21-03-2018 01:00:24,10258,Parking lot cleaning
21-03-2018 01:00:24,10279,Parking lot cleaning
21-03-2018 01:00:24,10274,Parking lot cleaning
21-03-2018 01:00:24,10290,Parking lot cleaning
21-03-2018 06:36:35,10120,Standard entrance
21-03-2018 06:57:44,10036,Standard entrance
21-03-2018 07:01:08,10196,Standard entrance
21-03-2018 07:06:51,10110,Standard entrance
21-03-2018 07:21:03,10113,Standard entrance
21-03-2018 07:21:10,10073,Standard entrance
21-03-2018 07:24:32,10163,Standard entrance
21-03-2018 07:30:57,10127,Standard entrance
21-03-2018 07:32:21,10162,Standard entrance
21-03-2018 07:35:10,10048,Standard entrance
21-03-2018 07:36:12,10026,Standard entrance
21-03-2018 07:37:54,10168,Standard entrance
21-03-2018 07:41:22,10155,Standard entrance
21-03-2018 07:44:33,10181,Standard entrance
21-03-2018 07:46:42,10121,Standard entrance
21-03-2018 07:46:49,10142,Standard entrance
21-03-2018 07:49:39,10233,Standard entrance
21-03-2018 07:50:46,10046,Standard entrance
21-03-2018 07:51:40,10025,Standard entrance
21-03-2018 07:53:09,10056,Standard entrance
21-03-2018 08:01:33,10003,Standard entrance
21-03-2018 08:08:10,10152,Standard entrance
21-03-2018 08:17:57,10075,Standard entrance
21-03-2018 08:22:49,10124,Standard entrance
21-03-2018 08:23:39,10119,Standard entrance
21-03-2018 08:29:51,10237,Standard entrance
21-03-2018 08:31:05,10041,Standard entrance
21-03-2018 08:34:49,10106,Standard entrance
21-03-2018 08:41:25,10255,Standard entrance
21-03-2018 08:45:57,10143,Standard entrance
21-03-2018 08:46:14,10179,Standard entrance
21-03-2018 08:47:52,10258,Standard entrance
21-03-2018 08:53:30,10216,Standard entrance
21-03-2018 09:01:09,10141,Standard entrance
21-03-2018 09:01:59,10238,Standard entrance
21-03-2018 09:02:03,10100,Standard entrance
21-03-2018 09:25:56,10274,Unauthorized this day
21-03-2018 09:26:11,10274,Guard open
21-03-2018 09:26:22,10264,Standard entrance
21-03-2018 09:29:45,10219,Standard entrance
21-03-2018 09:31:21,10072,Standard entrance
21-03-2018 09:31:28,10024,Standard entrance
21-03-2018 09:36:25,10188,Unauthorized this day
21-03-2018 09:37:05,10188,Guard open
21-03-2018 09:39:10,10133,Standard entrance
21-03-2018 09:50:30,10193,Standard entrance
21-03-2018 09:51:23,10064,Standard entrance
21-03-2018 09:52:50,10078,Standard entrance
21-03-2018 09:54:50,10171,Standard entrance
21-03-2018 09:56:54,10147,Standard entrance
21-03-2018 10:03:06,10271,Standard entrance
21-03-2018 10:03:13,10019,Standard entrance
21-03-2018 10:09:12,10201,Standard entrance
21-03-2018 10:10:46,10137,Standard entrance
21-03-2018 10:19:16,10087,Standard entrance
21-03-2018 10:21:06,10180,Standard entrance
21-03-2018 10:47:45,10204,Standard entrance
21-03-2018 10:53:52,10184,Standard entrance
21-03-2018 10:55:45,10122,Standard entrance
21-03-2018 11:00:17,10154,Standard entrance
21-03-2018 11:13:17,10233,Standard entrance
21-03-2018 11:22:51,10174,Standard entrance
21-03-2018 11:46:03,10207,Standard entrance
21-03-2018 11:58:35,10118,Standard entrance
21-03-2018 12:18:13,10066,Standard entrance
21-03-2018 12:34:32,10080,Standard entrance
21-03-2018 12:37:27,10057,Standard entrance
21-03-2018 12:40:01,10057,Standard exit
21-03-2018 12:46:52,10227,Standard entrance
21-03-2018 12:48:02,10110,Standard exit
21-03-2018 12:50:25,10155,Standard exit
21-03-2018 12:55:14,10154,Standard exit
21-03-2018 13:01:35,10122,Standard exit
21-03-2018 13:05:00,10120,Standard exit
21-03-2018 13:06:37,10233,Standard exit
21-03-2018 13:09:12,10110,Standard entrance
21-03-2018 13:13:21,10262,Standard entrance
21-03-2018 13:13:34,10003,Standard exit
21-03-2018 13:22:12,10127,Standard entrance
21-03-2018 13:33:19,10120,Standard entrance
21-03-2018 13:36:37,10120,Standard exit
21-03-2018 13:38:44,10205,Standard entrance
21-03-2018 13:39:51,10067,Standard entrance
21-03-2018 13:42:40,10067,Standard exit
21-03-2018 13:44:47,10233,Standard entrance
21-03-2018 13:45:30,10073,Standard exit
21-03-2018 13:49:44,10040,Standard entrance
21-03-2018 14:08:19,10003,Standard entrance
21-03-2018 14:17:42,10189,Standard entrance
21-03-2018 14:17:49,10028,Standard entrance
21-03-2018 14:19:16,10028,Guard open
21-03-2018 14:19:17,10028,Guard open
21-03-2018 14:19:27,10111,Standard entrance
21-03-2018 14:21:04,10203,Standard entrance
21-03-2018 14:21:44,10082,Standard entrance
21-03-2018 14:22:49,10028,Standard exit
21-03-2018 14:26:17,10089,Standard entrance
21-03-2018 14:28:50,10089,Standard exit
21-03-2018 14:31:45,10231,Standard entrance
21-03-2018 14:34:32,10231,Standard exit
21-03-2018 14:36:18,10189,Standard exit
21-03-2018 14:36:32,10199,Standard entrance
21-03-2018 14:37:11,10018,Standard entrance
21-03-2018 14:38:59,10009,Standard entrance
21-03-2018 14:39:43,10199,Standard exit
21-03-2018 14:40:44,10009,Standard exit
21-03-2018 14:43:43,10080,Standard exit
21-03-2018 14:55:59,10259,Standard entrance
21-03-2018 14:59:37,10230,Standard entrance
21-03-2018 15:02:46,10230,Standard exit
21-03-2018 15:09:44,10196,Standard exit
21-03-2018 15:12:20,10072,Standard exit
21-03-2018 15:14:45,10276,Standard entrance
21-03-2018 15:15:23,10262,Standard exit
21-03-2018 15:17:55,10164,Standard entrance
21-03-2018 15:20:40,10162,Standard exit
21-03-2018 15:21:55,10239,Standard entrance
21-03-2018 15:23:10,10095,Standard entrance
21-03-2018 15:31:28,10124,Standard exit
21-03-2018 15:32:03,10077,Standard entrance
21-03-2018 15:32:42,10181,Standard exit
21-03-2018 15:35:42,10141,Standard exit
21-03-2018 15:45:52,10220,Standard entrance
21-03-2018 16:17:07,10204,Standard exit
21-03-2018 16:29:14,10078,Standard exit
21-03-2018 16:41:31,10032,Standard entrance
21-03-2018 16:52:09,10002,Standard entrance
21-03-2018 16:53:01,10119,Standard exit
21-03-2018 16:53:11,10109,Standard entrance
21-03-2018 16:53:55,10018,Standard exit
21-03-2018 16:54:14,10002,Standard exit
21-03-2018 17:00:34,10290,Standard entrance
21-03-2018 17:02:37,10143,Standard exit
21-03-2018 17:19:27,10149,Standard entrance
21-03-2018 17:31:11,10164,Standard exit
21-03-2018 17:38:46,10113,Standard exit
21-03-2018 17:43:16,10111,Standard exit
21-03-2018 17:49:05,10233,Standard exit
21-03-2018 17:52:00,10207,Standard entrance
21-03-2018 17:59:38,10165,Standard entrance
21-03-2018 18:01:17,10207,Standard exit
21-03-2018 18:03:14,10082,Standard exit
21-03-2018 18:03:38,10165,Guard open
21-03-2018 18:03:39,10165,Guard open
21-03-2018 18:03:40,10165,Guard open
21-03-2018 18:03:41,10165,Guard open
21-03-2018 18:03:42,10165,Guard open
21-03-2018 18:03:43,10165,Guard open
21-03-2018 18:09:41,10271,Standard exit
21-03-2018 18:11:35,10046,Standard exit
21-03-2018 18:13:09,10213,Standard entrance
21-03-2018 18:13:37,10109,Standard exit
21-03-2018 18:20:03,10203,Standard exit
21-03-2018 18:21:44,10133,Standard exit
21-03-2018 18:22:15,10213,Guard open
21-03-2018 18:22:16,10213,Guard open
21-03-2018 18:22:17,10213,Guard open
21-03-2018 18:25:08,10036,Standard exit
21-03-2018 18:25:26,10075,Standard exit
21-03-2018 18:26:21,10220,Standard exit
21-03-2018 18:28:02,10142,Standard exit
21-03-2018 18:31:51,10077,Standard exit
21-03-2018 18:32:13,10066,Standard exit
21-03-2018 18:36:00,10238,Standard exit
21-03-2018 18:41:29,10095,Standard exit
21-03-2018 18:45:44,10106,Standard exit
21-03-2018 18:49:00,10237,Standard exit
21-03-2018 18:50:31,10069,Standard entrance
21-03-2018 18:50:54,10116,Standard entrance
21-03-2018 18:51:40,10112,Standard entrance
21-03-2018 18:54:00,10040,Standard exit
21-03-2018 18:55:56,10100,Standard exit
21-03-2018 19:00:40,10003,Standard exit
21-03-2018 19:06:21,10024,Standard exit
21-03-2018 19:06:49,10258,Standard exit
21-03-2018 19:07:13,10227,Standard exit
21-03-2018 19:08:08,10026,Standard exit
21-03-2018 19:08:35,10179,Standard exit
21-03-2018 19:10:52,10216,Standard exit
21-03-2018 19:17:05,10213,Standard exit
21-03-2018 19:17:39,10087,Standard exit
21-03-2018 19:24:29,10163,Standard exit
21-03-2018 19:31:21,10048,Standard exit
21-03-2018 19:32:05,10152,Standard exit
21-03-2018 19:32:11,10193,Standard exit
21-03-2018 19:33:52,10200,Standard entrance
21-03-2018 19:34:35,10264,Standard exit
21-03-2018 19:36:46,10200,Guard open
21-03-2018 19:36:47,10200,Guard open
21-03-2018 19:36:48,10200,Guard open
21-03-2018 19:36:49,10200,Guard open
21-03-2018 19:36:50,10200,Guard open
21-03-2018 19:36:51,10200,Guard open
21-03-2018 19:46:14,10121,Standard exit
21-03-2018 19:50:07,10239,Standard exit
21-03-2018 19:50:45,10127,Standard exit
21-03-2018 19:50:46,10127,Guard open
21-03-2018 19:50:47,10127,Guard open
21-03-2018 19:50:48,10127,Guard open
21-03-2018 19:50:49,10127,Guard open
21-03-2018 19:50:50,10127,Guard open
21-03-2018 19:53:25,10110,Standard exit
21-03-2018 20:01:59,10219,Standard exit
21-03-2018 20:19:15,10149,Standard exit
21-03-2018 20:22:44,10109,Standard entrance
21-03-2018 20:30:25,10205,Standard exit
21-03-2018 20:32:12,10032,Standard exit
21-03-2018 20:48:35,10214,Standard exit
21-03-2018 20:51:37,10147,Standard exit
21-03-2018 21:10:06,10116,Standard exit
21-03-2018 21:23:27,10118,Standard exit
21-03-2018 21:59:32,10200,Standard exit
21-03-2018 22:29:51,10025,Standard exit
21-03-2018 22:33:07,10069,Standard exit
21-03-2018 22:49:06,10274,Standard exit
21-03-2018 22:52:25,10056,Standard exit
21-03-2018 22:54:10,10109,Standard exit
21-03-2018 22:59:13,10290,Standard exit
21-03-2018 23:24:06,10259,Standard exit
22-03-2018 01:00:24,10255,Parking lot cleaning
22-03-2018 01:00:24,10276,Parking lot cleaning
22-03-2018 01:00:24,10112,Parking lot cleaning
22-03-2018 01:00:24,10137,Parking lot cleaning
22-03-2018 01:00:24,10165,Parking lot cleaning
22-03-2018 01:00:24,10168,Parking lot cleaning
22-03-2018 01:00:24,10171,Parking lot cleaning
22-03-2018 01:00:24,10201,Parking lot cleaning
22-03-2018 01:00:24,10188,Parking lot cleaning
22-03-2018 01:00:24,10184,Parking lot cleaning
22-03-2018 01:00:24,10174,Parking lot cleaning
22-03-2018 01:00:24,10180,Parking lot cleaning
22-03-2018 01:00:24,10041,Parking lot cleaning
22-03-2018 01:00:24,10019,Parking lot cleaning
22-03-2018 01:00:24,10064,Parking lot cleaning
22-03-2018 06:36:24,10196,Standard entrance
22-03-2018 07:04:27,10056,Standard entrance
22-03-2018 07:07:10,10056,Guard open
22-03-2018 07:07:11,10056,Guard open
22-03-2018 07:07:12,10056,Guard open
22-03-2018 07:07:13,10056,Guard open
22-03-2018 07:07:14,10056,Guard open
22-03-2018 07:07:15,10056,Guard open
22-03-2018 07:07:16,10056,Guard open
22-03-2018 07:26:50,10230,Standard entrance
22-03-2018 07:32:51,10139,Standard entrance
22-03-2018 07:41:37,10237,Standard entrance
22-03-2018 07:41:43,10162,Standard entrance
22-03-2018 07:42:56,10251,Standard entrance
22-03-2018 07:44:46,10025,Standard entrance
22-03-2018 07:45:02,10268,Standard entrance
22-03-2018 07:46:15,10087,Standard entrance
22-03-2018 07:47:44,10121,Standard entrance
22-03-2018 07:54:57,10282,Standard entrance
22-03-2018 07:56:14,10118,Standard entrance
22-03-2018 08:01:07,10220,Standard entrance
22-03-2018 08:02:27,10025,Standard exit
22-03-2018 08:07:19,10048,Standard entrance
22-03-2018 08:11:28,10141,Standard entrance
22-03-2018 08:12:51,10217,Standard entrance
22-03-2018 08:15:52,10181,Standard entrance
22-03-2018 08:22:08,10052,Unauthorized this day
22-03-2018 08:23:10,10052,Guard open
22-03-2018 08:23:11,10052,Guard open
22-03-2018 08:25:31,10026,Standard entrance
22-03-2018 08:29:23,10003,Standard entrance
22-03-2018 08:32:54,10232,Standard entrance
22-03-2018 08:36:17,10184,Standard entrance
22-03-2018 08:40:43,10258,Standard entrance
22-03-2018 08:42:59,10179,Standard entrance
22-03-2018 08:49:48,10094,Standard entrance
22-03-2018 08:54:23,10069,Standard entrance
22-03-2018 09:09:01,10061,Standard entrance
22-03-2018 09:26:06,10075,Standard entrance
22-03-2018 09:37:53,10030,Standard entrance
22-03-2018 09:41:17,10164,Unauthorized this day
22-03-2018 09:42:12,10164,Guard open
22-03-2018 09:42:13,10164,Guard open
22-03-2018 09:44:39,10240,Standard entrance
22-03-2018 09:49:32,10198,Standard entrance
22-03-2018 10:17:41,10216,Standard entrance
22-03-2018 10:22:58,10203,Standard entrance
22-03-2018 10:36:10,10155,Standard entrance
22-03-2018 10:36:16,10058,Standard entrance
22-03-2018 10:37:29,10113,Standard entrance
22-03-2018 10:38:15,10199,Standard entrance
22-03-2018 11:00:01,10026,Standard exit
22-03-2018 11:05:43,10212,Unauthorized this day
22-03-2018 11:06:43,10212,Guard open
22-03-2018 11:09:10,10237,Standard exit
22-03-2018 11:20:26,10220,Standard exit
22-03-2018 11:30:25,10094,Standard exit
22-03-2018 11:32:49,10227,Standard entrance
22-03-2018 11:43:05,10082,Standard entrance
22-03-2018 11:48:35,10251,Standard exit
22-03-2018 11:51:07,10152,Standard entrance
22-03-2018 12:02:59,10122,Standard entrance
22-03-2018 12:10:28,10180,Standard entrance
22-03-2018 12:10:43,10003,Standard exit
22-03-2018 12:12:04,10118,Standard exit
22-03-2018 12:15:20,10180,Guard open
22-03-2018 12:15:21,10180,Guard open
22-03-2018 12:15:22,10180,Guard open
22-03-2018 12:18:50,10180,Guard open
22-03-2018 12:18:51,10180,Guard open
22-03-2018 12:18:52,10180,Guard open
22-03-2018 12:18:53,10180,Guard open
22-03-2018 12:18:54,10180,Guard open
22-03-2018 12:18:55,10180,Guard open
22-03-2018 12:18:56,10180,Guard open
22-03-2018 12:30:53,10061,Standard exit
22-03-2018 12:32:02,10061,Guard open
22-03-2018 12:32:03,10061,Guard open
22-03-2018 12:32:04,10061,Guard open
22-03-2018 12:32:46,10077,Standard entrance
22-03-2018 12:40:57,10003,Standard entrance
22-03-2018 12:43:06,10141,Standard exit
22-03-2018 12:47:47,10048,Standard exit
22-03-2018 12:48:43,10075,Standard exit
22-03-2018 12:49:09,10087,Standard exit
22-03-2018 12:51:06,10094,Standard entrance
22-03-2018 12:53:55,10069,Standard exit
22-03-2018 13:01:03,10056,Standard exit
22-03-2018 13:08:30,10139,Standard exit
22-03-2018 13:11:28,10048,Standard entrance
22-03-2018 13:22:44,10100,Standard entrance
22-03-2018 13:25:04,10268,Standard exit
22-03-2018 13:39:11,10067,Standard entrance
22-03-2018 13:41:49,10285,Standard entrance
22-03-2018 13:57:22,10182,Standard entrance
22-03-2018 13:58:27,10026,Standard entrance
22-03-2018 14:01:08,10052,Standard exit
22-03-2018 14:01:48,10214,Standard entrance
22-03-2018 14:05:46,10181,Standard exit
22-03-2018 14:22:43,10231,Standard entrance
22-03-2018 14:35:22,10198,Standard exit
22-03-2018 15:01:39,10077,Standard exit
22-03-2018 15:02:21,10207,Standard entrance
22-03-2018 15:04:58,10122,Standard exit
22-03-2018 15:07:23,10274,Standard entrance
22-03-2018 15:07:44,10207,Standard exit
22-03-2018 15:10:28,10196,Standard exit
22-03-2018 15:20:55,10217,Standard exit
22-03-2018 15:29:40,10227,Standard exit
22-03-2018 15:34:02,10089,Standard entrance
22-03-2018 15:38:42,10067,Standard exit
22-03-2018 15:39:02,10184,Standard exit
22-03-2018 15:46:53,10114,Standard entrance
22-03-2018 15:51:15,10189,Standard entrance
22-03-2018 15:54:22,10004,Standard entrance
22-03-2018 15:56:12,10094,Standard exit
22-03-2018 16:23:43,10259,Standard entrance
22-03-2018 16:27:11,10232,Standard exit
22-03-2018 16:37:58,10121,Standard exit
22-03-2018 16:42:51,10162,Standard exit
22-03-2018 16:51:09,10230,Standard exit
22-03-2018 16:52:16,10182,Standard exit
22-03-2018 17:05:38,10057,Standard entrance
22-03-2018 17:15:51,10026,Standard exit
22-03-2018 17:17:24,10285,Standard exit
22-03-2018 17:20:23,10003,Standard exit
22-03-2018 17:21:59,10056,Standard entrance
22-03-2018 17:47:12,10003,Guard open
22-03-2018 18:03:52,10058,Standard exit
22-03-2018 18:19:18,10152,Standard exit
22-03-2018 18:23:34,10133,Standard entrance
22-03-2018 18:25:16,10240,Standard exit
22-03-2018 18:26:31,10282,Standard exit
